shop_code,type_a_rate
80962,0.6507098428374721
80472,0.5760200462253147
80523,0.6593329109232847
80054,0.6971106440998585
80518,0.584539926693362
80506,0.36596373858626813
80312,0.5884377835159471
80004,0.4185971975300768
